pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
MASCARA-1 b,MASCARA-1,0,1,1,Transit,2017,Multiple Observatories,Published Confirmed,0,<a refstr=TALENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..73T/abstract target=ref>Talens et al. 2017</a>,2.14878,0.043,16.8135,1.5,1175.971,3.7,Mass,0.0,,2570.0,0.0,<a refstr=TALENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..73T/abstract target=ref>Talens et al. 2017</a>,A8,7554.0,2.1,1.72,0.0,[Fe/H],4.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h10m12.37s,317.5515264,+10d44m20.03s,10.7388967,182.273,8.28,7.74,8.24243,2023-01-18,2017-10,2023-01-18
MASCARA-4 b,MASCARA-4,1,2,1,Transit,2020,Multiple Observatories,Published Confirmed,0,<a refstr=DORVAL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A..60D/abstract target=ref>Dorval et al. 2020</a>,2.82406,0.047,17.14977,1.53,985.273,3.1,Mass,0.0,,2100.0,0.0,<a refstr=DORVAL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A..60D/abstract target=ref>Dorval et al. 2020</a>,A7 V,7800.0,1.92,1.75,0.0,[Fe/H],4.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h50m19.22s,147.5800667,-66d06m50.13s,-66.1139253,170.696,8.191,7.75,8.17401,2020-03-13,2020-03,2020-03-19
NGTS-1 b,NGTS-1,1,1,1,Transit,2017,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4467B/abstract target=ref>Bayliss et al. 2018</a>,2.647298,0.0326,14.90797,1.33,258.07796,0.812,Mass,0.016,65.3,790.0,0.0,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4467B/abstract target=ref>Bayliss et al. 2018</a>,M0.5,3916.0,0.573,0.617,0.0,[M/H],4.71,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h30m51.41s,82.7142134,-36d37m51.53s,-36.6309812,218.121,15.667,11.936,14.8661,2017-11-09,2018-04,2017-11-09
NGTS-10 b,NGTS-10,1,1,1,Transit,2020,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=MCCORMAC_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..126M/abstract target=ref>McCormac et al. 2020</a>,0.7668944,0.0143,13.506845,1.205,687.14846,2.162,Mass,0.0,,1332.0,0.0,<a refstr=MCCORMAC_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..126M/abstract target=ref>McCormac et al. 2020</a>,K5 V,4600.0,0.697,0.696,-0.02,[M/H],4.595,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h07m29.35s,91.8722801,-25d35m41.63s,-25.5948963,,14.506,11.728,14.2604,2020-03-13,2020-03,2020-03-19
NGTS-11 b,NGTS-11,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GILL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..11G/abstract target=ref>Gill et al. 2020</a>,35.45533,0.201,9.157753,0.817,109.33352,0.344,Mass,0.13,,435.0,0.0,<a refstr=GILL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..11G/abstract target=ref>Gill et al. 2020</a>,K,5050.0,0.832,0.862,0.22,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m05.15s,23.5214497,-14d25m08.94s,-14.4191493,190.422,12.456,10.315,12.1895,2020-07-02,2020-07,2020-07-09
NGTS-12 b,NGTS-12,1,1,1,Transit,2020,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=BRYANT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.2785B/abstract target=ref>Bryant et al. 2020</a>,7.532806,0.0757,11.747032,1.048,66.10864,0.208,Mass,0.0,416.0,1257.0,0.0,<a refstr=BRYANT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.2785B/abstract target=ref>Bryant et al. 2020</a>,G,5690.0,1.589,1.021,-0.03,[Fe/H],4.045,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h44m59.99s,176.2499418,-35d38m26.03s,-35.640563,446.442,12.382,10.588,12.1279,2020-10-16,2020-09,2020-10-22
NGTS-13 b,NGTS-13,1,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=GRIEVES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...647A.180G/abstract target=ref>Grieves et al. 2021</a>,4.119027,0.0549,12.800678,1.142,1538.2972,4.84,Mass,0.086,1096.0,1605.0,0.0,<a refstr=GRIEVES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...647A.180G/abstract target=ref>Grieves et al. 2021</a>,,5819.0,1.788,1.3,0.25,[Fe/H],4.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h44m57.66s,176.2402326,-38d08m22.98s,-38.1397158,647.595,12.744,11.141,12.5691,2021-02-08,2021-03,2021-02-11
NGTS-14 A b,NGTS-14 A,1,2,1,Transit,2021,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=SMITH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.183S/abstract target=ref>Smith et al. 2021</a>,3.5357173,0.0403,4.976796,0.444,29.24036,0.092,Mass,0.0,,1143.0,0.0,<a refstr=SMITH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.183S/abstract target=ref>Smith et al. 2021</a>,K1 V,5187.0,0.842,0.898,0.1,[Fe/H],4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h54m04.20s,328.5174799,-38d22m38.71s,-38.3774193,322.148,13.268,11.305,13.0986,2021-02-25,2021-02,2021-03-04
NGTS-15 b,NGTS-15,1,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,3.27623,0.0441,12.32987877,1.1,238.68913366,0.751,Mass,0.0,425.0,1146.0,0.0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G6 V,5600.0,0.954,0.995,0.15,[Fe/H],4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m25.27s,73.3553101,-32d48m01.25s,-32.8003484,786.485,14.669,12.907,14.4299,2021-04-23,2021-03,2021-04-23
NGTS-16 b,NGTS-16,1,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,4.84532,0.0523,14.57167491,1.3,211.99154747,0.667,Mass,0.0,480.0,1177.0,0.0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G7 V,5550.0,1.213,1.002,0.35,[Fe/H],4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h53m03.34s,58.2639299,-30d48m16.71s,-30.8046405,898.168,14.529,12.647,14.2311,2021-04-23,2021-03,2021-04-23
NGTS-17 b,NGTS-17,1,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,3.24253,0.0391,13.89913607,1.24,242.82090295,0.764,Mass,0.0,1160.0,1457.0,0.0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G4 V,5650.0,1.337,1.025,0.15,[Fe/H],4.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h51m36.14s,72.9005729,-34d13m34.37s,-34.2262128,1040.28,14.412,12.724,14.2136,2021-04-23,2021-03,2021-04-23
NGTS-18 b,NGTS-18,1,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,3.05125,0.0448,13.56286665,1.21,129.99181846,0.409,Mass,0.0,845.0,1381.0,0.0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G5 V,5610.0,1.392,1.003,0.15,[Fe/H],4.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h02m11.09s,180.5462193,-35d32m54.99s,-35.5486091,1096.19,14.588,12.87,14.3896,2021-04-23,2021-03,2021-04-23
NGTS-2 b,NGTS-2,1,1,1,Transit,2018,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,4.511164,0.063,17.878355,1.595,235.1942,0.74,Mass,0.0,,1468.0,0.0,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,F5 V,6478.0,1.702,1.64,-0.06,[Fe/H],4.197,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h20m29.46s,215.1227617,-31d12m07.45s,-31.2020698,356.391,10.789,9.799,10.8605,2018-10-05,2018-12,2018-10-04
NGTS-20 b,NGTS-20,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,54.18915,0.313,11.99360935,1.07,947.12865286,2.98,Mass,0.432,,688.0,0.0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,G1 IV,5980.0,1.78,1.47,0.15,[Fe/H],3.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h05m10.23s,46.2926368,-21d56m01.13s,-21.9336472,382.898,11.233,9.83,11.0313,2022-07-12,2022-07,2022-07-12
NGTS-21 b,NGTS-21,1,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=ALVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221001027A/abstract target=ref>Alves et al. 2022</a>,1.5433897,0.0236,14.90794433,1.33,750.07504052,2.36,Mass,0.0,,1357.0,0.0,<a refstr=ALVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221001027A/abstract target=ref>Alves et al. 2022</a>,K3 V,4660.0,0.86,0.72,-0.26,[Fe/H],4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m01.99s,311.2583112,-35d25m40.23s,-35.4278412,592.891,15.506,12.951,15.224,2022-10-18,2022-10,2022-10-18
NGTS-23 b,NGTS-23,1,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,4.0764326,0.0504,14.20177855,1.267,194.82881349,0.613,Mass,0.0,,1327.0,0.0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,F9 V,6057.0,1.24,1.01,-0.26,[Fe/H],4.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h41m43.75s,70.4322947,-40d02m40.31s,-40.0445299,1074.95,14.126,12.73,13.9535,2022-11-14,2022-11,2022-11-14
NGTS-24 b,NGTS-24,1,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,3.4678796,0.0479,13.60770257,1.214,165.27077164,0.52,Mass,0.0,,1499.0,0.0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,G2 IV,5820.0,1.64,1.26,0.27,[Fe/H],4.09,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m15.33s,168.5638892,-37d54m36.48s,-37.9101328,683.062,13.214,11.51,13.0525,2022-11-14,2022-11,2022-11-14
NGTS-25 b,NGTS-25,1,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,2.823093,0.0388,11.46678726,1.023,203.09235207,0.639,Mass,0.0,,1101.0,0.0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,K0 V,5321.0,0.86,0.91,0.12,[Fe/H],4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h29m40.39s,307.4182976,-39d01m56.48s,-39.0323568,521.233,14.333,12.324,14.0864,2023-01-04,2022-11,2023-01-04
NGTS-26 b,NGTS-26,1,1,1,Transit,2024,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,4.5199279,0.049,14.88552637,1.328,92.80589484,0.292,Mass,0.0,523.0,1331.0,0.0,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,,5550.0,1.16,0.96,0.2,[Fe/H],4.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h30m43.99s,217.6832961,-31d43m56.83s,-31.7324526,1093.69,15.009,13.119,14.7261,2024-06-10,2024-04,2024-06-10
NGTS-27 b,NGTS-27,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,3.3704181,0.0446,15.64773706,1.396,188.47224535,0.593,Mass,0.0,1680.0,1783.0,0.0,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,,5700.0,1.77,1.07,0.0,[Fe/H],4.05,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h44m06.37s,206.0265266,-32d31m22.71s,-32.5229747,942.122,13.523,11.859,13.3475,2024-06-10,2024-04,2024-06-10
NGTS-3 A b,NGTS-3 A,1,2,1,Transit,2018,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uuml;nther et al. 2018</a>,1.6753728,0.023,16.58932,1.48,756.4354,2.38,Mass,,,,0.0,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uuml;nther et al. 2018</a>,G6 V,5600.0,0.93,1.017,0.12,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h17m46.74s,94.4447595,-35d42m22.91s,-35.706364,743.972,14.669,12.814,14.4878,2018-06-06,2018-08,2018-05-31
NGTS-30 b,NGTS-30,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BATTLEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240402974B/abstract target=ref>Battley et al. 2024</a>,98.29838,0.408,10.40193409,0.928,305.11527072,0.96,Mass,0.294,,500.0,0.0,<a refstr=BATTLEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240402974B/abstract target=ref>Battley et al. 2024</a>,,5455.0,0.913,0.94,-0.03,[Fe/H],4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h34m51.57s,173.714867,-24d36m19.73s,-24.6054801,238.377,12.537,10.501,12.1755,2024-04-15,2024-04,2024-04-15
NGTS-33 b,NGTS-33,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ALVES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2511A/abstract target=ref>Alves et al. 2024</a>,2.827972,0.048,18.38272835,1.64,1153.71711741,3.63,Mass,0.0,2620.0,1991.0,0.0,<a refstr=ALVES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2511A/abstract target=ref>Alves et al. 2024</a>,,7437.0,1.47,1.6,-0.11,[Fe/H],4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h11m20.00s,107.8333348,-35d51m01.87s,-35.8505185,437.855,11.604,10.408,11.3976,2024-12-10,2024-11,2024-12-10
NGTS-4 b,NGTS-4,1,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=WEST_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.5094W/abstract target=ref>West et al. 2019</a>,1.3373508,0.019,3.18,0.2837006,20.6,0.06481452,Mass,0.0,,1650.0,0.0,<a refstr=WEST_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.5094W/abstract target=ref>West et al. 2019</a>,,5143.0,0.84,0.75,-0.28,[M/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h58m23.73s,89.5988945,-30d48m42.48s,-30.8117992,280.555,13.138,11.073,12.9092,2019-05-14,2019-07,2019-05-16
NGTS-5 b,NGTS-5,1,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uuml;ller et al. 2019</a>,3.3569866,0.0382,12.733424,1.136,72.78307,0.229,Mass,0.0,,952.0,0.0,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uuml;ller et al. 2019</a>,K2 V,4987.0,0.739,0.661,0.12,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h44m13.98s,221.0582692,+05d36m19.34s,5.6053735,306.779,13.789,11.612,13.526,2019-05-14,2019-05,2019-05-16
NGTS-6 b,NGTS-6,1,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,0.882059,0.01677,14.863134,1.326,425.57437,1.339,Mass,0.0,,1283.9,0.0,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,,4730.0,0.754,0.767,0.11,[Fe/H],4.7,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m10.89s,75.795382,-30d23m58.06s,-30.3994612,308.262,14.237,11.65,13.8175,2019-09-20,2019-11,2019-09-26
NGTS-8 b,NGTS-8,1,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,2.4997,0.035,12.21781,1.09,295.5819,0.93,Mass,0.01,503.0,1345.0,0.0,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,K0 V,5241.0,0.98,0.89,0.24,[Fe/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h55m54.22s,328.9759206,-14d04m06.38s,-14.0684399,428.976,13.69,11.642,13.4954,2019-11-18,2020-01,2019-11-21
NGTS-9 b,NGTS-9,1,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,4.43527,0.058,11.99363,1.07,921.707,2.9,Mass,0.06,729.0,1448.0,0.0,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,F8 V,6330.0,1.38,1.34,0.31,[Fe/H],4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h27m40.95s,141.9206435,-19d20m51.53s,-19.3476477,609.128,12.868,11.452,12.6547,2019-11-18,2020-01,2019-11-21
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.101278,0.0435,14.01125,1.25,359.1479,1.13,Mass,0.82,,,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5950.0,1.17,1.14,0.15,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.97,16.006,12.856,15.6845,2019-03-18,2017-06,2019-03-21
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed,0,<a refstr=SANTOS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...450..825S/abstract target=ref> Santos et al. 2006 </a>,,,12.77826,1.14,200.2329,0.63,Mass,,,,0.0,<a refstr=SANTOS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...450..825S/abstract target=ref> Santos et al. 2006 </a>,,6075.0,1.14,1.17,0.28,,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.97,16.006,12.856,15.6845,2016-02-03,2006-05,2016-02-04
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed,0,<a refstr=PONT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...465.1069P/abstract target=ref> Pont et al. 2007 </a>,3.10129,,13.67498,1.22,193.8763,0.61,Mass,,,,0.0,<a refstr=PONT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...465.1069P/abstract target=ref> Pont et al. 2007 </a>,,5960.0,1.14,1.1,0.15,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.97,16.006,12.856,15.6845,2016-02-03,2007-04,2016-02-04
OGLE-TR-10 b,OGLE-TR-10,1,1,1,Transit,2004,OGLE,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,3.101278,0.0434,14.011,1.25,197.046,0.62,Mass,,,,0.0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5950.0,1.17,1.14,,,4.358,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.97,16.006,12.856,15.6845,2014-05-14,2008-04,2014-05-14
